0.022 0.00298223   -11.5332    0.44513    3.64532     1.4986    1.10861   0.499617
2.13 -nan -nan -nan -nan -nan -nan  nan
2.132 -nan -nan -nan -nan -nan -nan  nan
2.134 -nan -nan -nan -nan -nan -nan  nan
2.136 -nan -nan -nan -nan -nan -nan  nan
2.138 -nan -nan -nan -nan -nan -nan  nan
2.14 -nan -nan -nan -nan -nan -nan  nan
2.142 -nan -nan -nan -nan -nan -nan  nan
2.144 -nan -nan -nan -nan -nan -nan  nan
2.146 -nan -nan -nan -nan -nan -nan  nan
2.148 -nan -nan -nan -nan -nan -nan  nan
2.15 -nan -nan -nan -nan -nan -nan  nan
2.152 -nan -nan -nan -nan -nan -nan  nan
2.154 -nan -nan -nan -nan -nan -nan  nan
2.156 -nan -nan -nan -nan -nan -nan  nan
2.158 -nan -nan -nan -nan -nan -nan  nan
2.16 -nan -nan -nan -nan -nan -nan  nan
2.162 -nan -nan -nan -nan -nan -nan  nan
2.164 -nan -nan -nan -nan -nan -nan  nan
2.166 -nan -nan -nan -nan -nan -nan  nan
2.168 -nan -nan -nan -nan -nan -nan  nan
2.17 -nan -nan -nan -nan -nan -nan  nan
2.172 -nan -nan -nan -nan -nan -nan  nan
2.174 -nan -nan -nan -nan -nan -nan  nan
2.176 -nan -nan -nan -nan -nan -nan  nan
2.178 -nan -nan -nan -nan -nan -nan  nan
2.18 -nan -nan -nan -nan -nan -nan  nan
2.182 -nan -nan -nan -nan -nan -nan  nan
2.184 -nan -nan -nan -nan -nan -nan  nan
2.187 -nan -nan -nan -nan -nan -nan  nan
2.188 -nan -nan -nan -nan -nan -nan  nan
2.19 -nan -nan -nan -nan -nan -nan  nan
2.192 -nan -nan -nan -nan -nan -nan  nan
2.194 -nan -nan -nan -nan -nan -nan  nan
2.196 -nan -nan -nan -nan -nan -nan  nan
2.198 -nan -nan -nan -nan -nan -nan  nan
2.2 -nan -nan -nan -nan -nan -nan  nan
2.202 -nan -nan -nan -nan -nan -nan  nan
2.204 -nan -nan -nan -nan -nan -nan  nan
2.206 -nan -nan -nan -nan -nan -nan  nan
2.208 -nan -nan -nan -nan -nan -nan  nan
2.21 -nan -nan -nan -nan -nan -nan  nan
2.212 -nan -nan -nan -nan -nan -nan  nan
2.214 -nan -nan -nan -nan -nan -nan  nan
2.216 -nan -nan -nan -nan -nan -nan  nan
2.218 -nan -nan -nan -nan -nan -nan  nan
2.22 -nan -nan -nan -nan -nan -nan  nan
2.222 -nan -nan -nan -nan -nan -nan  nan
2.224 -nan -nan -nan -nan -nan -nan  nan
2.226 -nan -nan -nan -nan -nan -nan  nan
2.228 -nan -nan -nan -nan -nan -nan  nan
2.23 -nan -nan -nan -nan -nan -nan  nan
2.232 -nan -nan -nan -nan -nan -nan  nan
2.234 -nan -nan -nan -nan -nan -nan  nan
2.236 -nan -nan -nan -nan -nan -nan  nan
2.238 -nan -nan -nan -nan -nan -nan  nan
2.24 -nan -nan -nan -nan -nan -nan  nan
2.242 -nan -nan -nan -nan -nan -nan  nan
2.244 -nan -nan -nan -nan -nan -nan  nan
2.246 -nan -nan -nan -nan -nan -nan  nan
2.248 -nan -nan -nan -nan -nan -nan  nan
2.25 -nan -nan -nan -nan -nan -nan  nan
2.252 -nan -nan -nan -nan -nan -nan  nan
2.254 -nan -nan -nan -nan -nan -nan  nan
2.256 -nan -nan -nan -nan -nan -nan  nan
2.258 -nan -nan -nan -nan -nan -nan  nan
2.26 -nan -nan -nan -nan -nan -nan  nan
2.262 -nan -nan -nan -nan -nan -nan  nan
2.264 -nan -nan -nan -nan -nan -nan  nan
2.266 -nan -nan -nan -nan -nan -nan  nan
2.268 -nan -nan -nan -nan -nan -nan  nan
2.27 -nan -nan -nan -nan -nan -nan  nan
2.272 -nan -nan -nan -nan -nan -nan  nan
2.274 -nan -nan -nan -nan -nan -nan  nan
2.276 -nan -nan -nan -nan -nan -nan  nan
2.278 -nan -nan -nan -nan -nan -nan  nan
2.28 -nan -nan -nan -nan -nan -nan  nan
2.282 -nan -nan -nan -nan -nan -nan  nan
2.284 -nan -nan -nan -nan -nan -nan  nan
2.286 -nan -nan -nan -nan -nan -nan  nan
2.288 -nan -nan -nan -nan -nan -nan  nan
2.29 -nan -nan -nan -nan -nan -nan  nan
2.292 -nan -nan -nan -nan -nan -nan  nan
2.294 -nan -nan -nan -nan -nan -nan  nan
2.296 -nan -nan -nan -nan -nan -nan  nan
2.298 -nan -nan -nan -nan -nan -nan  nan
2.3 -nan -nan -nan -nan -nan -nan  nan
2.302 -nan -nan -nan -nan -nan -nan  nan
2.304 -nan -nan -nan -nan -nan -nan  nan
2.306 -nan -nan -nan -nan -nan -nan  nan
2.308 -nan -nan -nan -nan -nan -nan  nan
2.31 -nan -nan -nan -nan -nan -nan  nan
2.312 -nan -nan -nan -nan -nan -nan  nan
2.314 -nan -nan -nan -nan -nan -nan  nan
2.316 -nan -nan -nan -nan -nan -nan  nan
2.318 -nan -nan -nan -nan -nan -nan  nan
2.32 -nan -nan -nan -nan -nan -nan  nan
2.322 -nan -nan -nan -nan -nan -nan  nan
2.324 -nan -nan -nan -nan -nan -nan  nan
2.326 -nan -nan -nan -nan -nan -nan  nan
2.328 -nan -nan -nan -nan -nan -nan  nan
2.33 -nan -nan -nan -nan -nan -nan  nan
2.332 -nan -nan -nan -nan -nan -nan  nan
2.334 -nan -nan -nan -nan -nan -nan  nan
2.336 -nan -nan -nan -nan -nan -nan  nan
2.338 -nan -nan -nan -nan -nan -nan  nan
2.34 -nan -nan -nan -nan -nan -nan  nan
2.342 -nan -nan -nan -nan -nan -nan  nan
2.344 -nan -nan -nan -nan -nan -nan  nan
2.346 -nan -nan -nan -nan -nan -nan  nan
2.348 -nan -nan -nan -nan -nan -nan  nan
2.35 -nan -nan -nan -nan -nan -nan  nan
2.352 -nan -nan -nan -nan -nan -nan  nan
2.355 -nan -nan -nan -nan -nan -nan  nan
2.356 -nan -nan -nan -nan -nan -nan  nan
2.358 -nan -nan -nan -nan -nan -nan  nan
2.36 -nan -nan -nan -nan -nan -nan  nan
2.362 -nan -nan -nan -nan -nan -nan  nan
2.364 -nan -nan -nan -nan -nan -nan  nan
2.366 -nan -nan -nan -nan -nan -nan  nan
2.368 -nan -nan -nan -nan -nan -nan  nan
2.37 -nan -nan -nan -nan -nan -nan  nan
2.373 -nan -nan -nan -nan -nan -nan  nan
2.374 -nan -nan -nan -nan -nan -nan  nan
2.376 -nan -nan -nan -nan -nan -nan  nan
2.378 -nan -nan -nan -nan -nan -nan  nan
2.38 -nan -nan -nan -nan -nan -nan  nan
2.382 -nan -nan -nan -nan -nan -nan  nan
2.384 -nan -nan -nan -nan -nan -nan  nan
2.386 -nan -nan -nan -nan -nan -nan  nan
2.388 -nan -nan -nan -nan -nan -nan  nan
2.39 -nan -nan -nan -nan -nan -nan  nan
2.392 -nan -nan -nan -nan -nan -nan  nan
2.394 -nan -nan -nan -nan -nan -nan  nan
2.396 -nan -nan -nan -nan -nan -nan  nan
2.398 -nan -nan -nan -nan -nan -nan  nan
2.4 -nan -nan -nan -nan -nan -nan  nan
2.402 -nan -nan -nan -nan -nan -nan  nan
2.404 -nan -nan -nan -nan -nan -nan  nan
2.406 -nan -nan -nan -nan -nan -nan  nan
2.408 -nan -nan -nan -nan -nan -nan  nan
2.41 -nan -nan -nan -nan -nan -nan  nan
2.412 -nan -nan -nan -nan -nan -nan  nan
2.414 -nan -nan -nan -nan -nan -nan  nan
2.417 -nan -nan -nan -nan -nan -nan  nan
2.418 -nan -nan -nan -nan -nan -nan  nan
2.42 -nan -nan -nan -nan -nan -nan  nan
2.422 -nan -nan -nan -nan -nan -nan  nan
2.424 -nan -nan -nan -nan -nan -nan  nan
2.426 -nan -nan -nan -nan -nan -nan  nan
2.428 -nan -nan -nan -nan -nan -nan  nan
2.43 -nan -nan -nan -nan -nan -nan  nan
2.432 -nan -nan -nan -nan -nan -nan  nan
2.434 -nan -nan -nan -nan -nan -nan  nan
2.436 -nan -nan -nan -nan -nan -nan  nan
2.438 -nan -nan -nan -nan -nan -nan  nan
2.44 -nan -nan -nan -nan -nan -nan  nan
2.442 -nan -nan -nan -nan -nan -nan  nan
2.444 -nan -nan -nan -nan -nan -nan  nan
2.446 -nan -nan -nan -nan -nan -nan  nan
2.448 -nan -nan -nan -nan -nan -nan  nan
2.45 -nan -nan -nan -nan -nan -nan  nan
2.452 -nan -nan -nan -nan -nan -nan  nan
2.454 -nan -nan -nan -nan -nan -nan  nan
2.456 -nan -nan -nan -nan -nan -nan  nan
2.458 -nan -nan -nan -nan -nan -nan  nan
2.46 -nan -nan -nan -nan -nan -nan  nan
2.462 -nan -nan -nan -nan -nan -nan  nan
2.464 -nan -nan -nan -nan -nan -nan  nan
2.466 -nan -nan -nan -nan -nan -nan  nan
2.468 -nan -nan -nan -nan -nan -nan  nan
2.47 -nan -nan -nan -nan -nan -nan  nan
2.472 -nan -nan -nan -nan -nan -nan  nan
2.474 -nan -nan -nan -nan -nan -nan  nan
2.476 -nan -nan -nan -nan -nan -nan  nan
2.478 -nan -nan -nan -nan -nan -nan  nan
2.48 -nan -nan -nan -nan -nan -nan  nan
2.482 -nan -nan -nan -nan -nan -nan  nan
2.484 -nan -nan -nan -nan -nan -nan  nan
2.486 -nan -nan -nan -nan -nan -nan  nan
2.488 -nan -nan -nan -nan -nan -nan  nan
2.49 -nan -nan -nan -nan -nan -nan  nan
2.492 -nan -nan -nan -nan -nan -nan  nan
2.494 -nan -nan -nan -nan -nan -nan  nan
2.496 -nan -nan -nan -nan -nan -nan  nan
2.498 -nan -nan -nan -nan -nan -nan  nan
2.5 -nan -nan -nan -nan -nan -nan  nan
2.502 -nan -nan -nan -nan -nan -nan  nan
2.504 -nan -nan -nan -nan -nan -nan  nan
2.506 -nan -nan -nan -nan -nan -nan  nan
2.508 -nan -nan -nan -nan -nan -nan  nan
2.51 -nan -nan -nan -nan -nan -nan  nan
2.512 -nan -nan -nan -nan -nan -nan  nan
2.514 -nan -nan -nan -nan -nan -nan  nan
2.516 -nan -nan -nan -nan -nan -nan  nan
2.518 -nan -nan -nan -nan -nan -nan  nan
2.52 -nan -nan -nan -nan -nan -nan  nan
2.522 -nan -nan -nan -nan -nan -nan  nan
2.524 -nan -nan -nan -nan -nan -nan  nan
2.526 -nan -nan -nan -nan -nan -nan  nan
2.528 -nan -nan -nan -nan -nan -nan  nan
